,age,fnlwgt,education_num,capital_gain,capital_loss,hours_per_week,workclass,marital_status,occupation,relationship,race,sex,native_country,y
478,27,161155,6,0,0,40, Private, Never-married, Other-service, Not-in-family, White, Male, United-States,0
11456,52,259363,9,0,0,50, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
32487,51,177669,10,0,0,60, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
33916,37,486194,10,0,0,50, Private, Never-married, Exec-managerial, Not-in-family, White, Male, Guatemala,0
47228,17,236091,6,0,0,8, Private, Never-married, Other-service, Own-child, White, Female, United-States,0
19018,49,241753,9,0,0,40, Self-emp-not-inc, Divorced, Other-service, Unmarried, White, Female, United-States,0
45603,67,89495,9,1797,0,4, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
29935,31,83425,10,0,0,40, Private, Never-married, Adm-clerical, Unmarried, White, Female, United-States,0
36720,36,31023,14,0,0,50, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
43397,55,173504,10,0,0,50, Private, Married-civ-spouse, Other-service, Husband, White, Male, United-States,1
4670,33,198003,10,7298,0,50, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
12244,76,98695,10,0,0,20, Private, Divorced, Adm-clerical, Not-in-family, White, Female, United-States,0
47238,47,201595,9,0,0,40, Private, Never-married, Adm-clerical, Unmarried, White, Male, United-States,0
42784,87,143574,9,0,0,16, Private, Married-spouse-absent, Sales, Not-in-family, White, Male, United-States,0
10883,46,81497,9,0,0,48, Private, Divorced, Handlers-cleaners, Not-in-family, White, Female, United-States,0
29939,66,102663,4,0,0,50, Self-emp-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
29478,38,175972,10,0,0,40, Private, Married-civ-spouse, Other-service, Wife, White, Female, United-States,0
31687,21,197997,10,0,0,30, Private, Never-married, Adm-clerical, Own-child, White, Male, United-States,0
35142,35,160728,14,0,0,45, Local-gov, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
44117,26,220656,9,0,0,40, Private, Never-married, Adm-clerical, Own-child, Black, Male, United-States,0
41206,28,198201,9,0,0,40, State-gov, Married-civ-spouse, Protective-serv, Husband, Black, Male, United-States,0
32257,51,213296,9,0,0,30, Self-emp-inc, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
14847,51,165614,14,0,0,55, Private, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,1
5988,43,162003,10,0,0,40, Private, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States,0
7636,49,72333,10,0,0,40, Private, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, United-States,0
31638,50,344621,9,0,0,40, Private, Divorced, Machine-op-inspct, Not-in-family, White, Female, United-States,0
20220,37,175390,9,0,0,40, Private, Divorced, Machine-op-inspct, Unmarried, Black, Female, United-States,0
38979,34,405713,10,0,0,40, Private, Divorced, Machine-op-inspct, Not-in-family, White, Female, United-States,0
30633,18,138557,7,0,0,40, Private, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,0
5559,45,230979,10,0,0,40, Private, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female, United-States,0
23431,24,196816,10,0,0,50, Local-gov, Never-married, Protective-serv, Not-in-family, White, Male, United-States,0
43956,53,92565,14,0,0,40, Private, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, United-States,1
19220,57,148315,9,0,0,30, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
13379,25,171818,13,0,0,40, Private, Never-married, Exec-managerial, Own-child, White, Female, United-States,0
15751,19,144750,10,0,0,18, Private, Never-married, Adm-clerical, Own-child, White, Male, United-States,0
32962,26,185885,12,0,0,20, Private, Never-married, Tech-support, Other-relative, White, Female, United-States,0
14375,25,366207,9,0,0,40, Federal-gov, Never-married, Transport-moving, Own-child, White, Male, United-States,0
4957,25,108779,14,0,0,40, Private, Separated, Other-service, Own-child, White, Female, United-States,0
46351,39,170174,11,14344,0,40, Private, Never-married, Adm-clerical, Own-child, White, Male, United-States,1
41741,23,188925,9,0,0,40, Self-emp-not-inc, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male, United-States,0
24519,37,113120,11,0,0,40, Private, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,0
44908,59,97213,9,0,0,40, Private, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,1
23864,51,314007,9,0,0,40, Federal-gov, Divorced, Exec-managerial, Not-in-family, White, Female, United-States,0
25268,22,188274,12,0,0,40, Private, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,0
29517,19,60412,10,0,0,15, State-gov, Never-married, Adm-clerical, Own-child, White, Female, United-States,0
29415,42,154076,9,7688,0,50, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
19223,73,198526,9,0,0,32, Private, Widowed, Other-service, Other-relative, White, Female, United-States,0
24235,33,173248,9,0,0,35, Private, Married-civ-spouse, Other-service, Husband, Black, Male, United-States,0
8621,39,84954,10,2829,0,65, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
15588,60,171315,9,0,0,40, Self-emp-inc, Divorced, Craft-repair, Not-in-family, White, Male, United-States,0
16184,34,135785,13,0,0,36, Private, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
22739,27,169460,13,0,0,40, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
43611,40,150533,13,0,1977,40, Federal-gov, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,1
13714,37,190987,10,7298,0,40, Private, Married-civ-spouse, Sales, Wife, White, Female, United-States,1
47519,41,174373,9,0,0,30, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
46705,53,190762,9,0,0,45, Self-emp-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
35454,24,160398,8,0,0,30, Private, Never-married, Farming-fishing, Own-child, White, Male, United-States,0
41450,36,305935,9,0,0,40, Private, Divorced, Other-service, Unmarried, Black, Male, United-States,0
45240,66,242589,9,0,0,34, Private, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
47098,40,132222,9,0,0,40, Private, Never-married, Other-service, Not-in-family, White, Male, United-States,0
44770,66,33155,9,0,0,45, State-gov, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
9372,58,281792,13,0,0,40, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
13732,44,277720,10,0,0,35, Private, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,0
20774,21,43535,10,0,0,40, Private, Never-married, Sales, Not-in-family, White, Female, United-States,0
42527,58,248739,9,0,0,40, Local-gov, Never-married, Other-service, Not-in-family, White, Male, United-States,0
5577,59,116442,10,0,0,50, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
24178,36,112847,13,0,0,40, Federal-gov, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, United-States,0
25115,25,295289,9,0,0,40, Local-gov, Never-married, Prof-specialty, Own-child, Black, Female, United-States,0
30461,34,185216,10,0,0,40, Private, Never-married, Adm-clerical, Own-child, White, Male, United-States,0
8148,24,50341,13,0,0,40, Private, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
35739,45,205816,9,0,0,40, Private, Married-civ-spouse, Other-service, Wife, White, Female, United-States,1
14329,64,46087,13,0,0,50, Private, Divorced, Exec-managerial, Not-in-family, White, Female, United-States,0
21807,26,63577,10,0,0,30, Private, Never-married, Other-service, Not-in-family, White, Female, United-States,0
27402,61,162678,3,0,0,40, State-gov, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
46359,41,176716,13,0,1902,40, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
17335,26,233777,9,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,1
80,18,446839,9,0,0,30, Private, Never-married, Sales, Not-in-family, White, Male, United-States,0
2001,28,104024,10,0,0,40, Private, Never-married, Sales, Other-relative, White, Female, United-States,0
36203,39,124685,12,0,0,50, Local-gov, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, United-States,0
12142,55,190508,10,0,0,35, Private, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States,0
44846,32,228696,10,0,0,40, Federal-gov, Divorced, Adm-clerical, Unmarried, White, Male, Mexico,0
19063,41,203451,10,0,0,15, Self-emp-not-inc, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,0
10211,44,244974,13,0,0,44, State-gov, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
42776,34,303177,6,0,0,45, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, Mexico,0
31165,31,157886,10,0,0,40, Private, Married-civ-spouse, Other-service, Wife, White, Female, United-States,0
38555,31,307375,10,0,0,40, Private, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female, United-States,0
19770,58,94345,9,0,0,40, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
21346,27,208249,9,0,0,62, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,0
14476,45,213646,13,7298,0,40, State-gov, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
13132,50,168672,14,0,1902,40, Local-gov, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States,1
6454,40,104719,10,0,0,40, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,0
30434,35,128608,13,0,0,40, Federal-gov, Never-married, Exec-managerial, Own-child, White, Male, United-States,0
30702,47,142061,10,0,0,40, Private, Divorced, Exec-managerial, Unmarried, White, Female, United-States,0
23144,21,296158,6,0,0,25, Private, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
6248,56,83196,9,0,0,50, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
4391,30,425627,10,0,0,40, Private, Never-married, Craft-repair, Other-relative, White, Male, Mexico,0
47487,35,24126,10,0,0,40, Private, Divorced, Exec-managerial, Unmarried, White, Female, United-States,0
18876,39,163237,9,0,0,60, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
9714,30,155659,9,0,0,36, Private, Divorced, Other-service, Unmarried, White, Female, United-States,0
23014,38,147258,9,0,0,40, Local-gov, Never-married, Transport-moving, Not-in-family, White, Male, United-States,0
4294,28,212640,15,0,0,85, Private, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
22058,26,102476,13,0,0,25, Private, Never-married, Adm-clerical, Own-child, White, Male, United-States,0
18870,27,209292,9,0,0,32, Private, Never-married, Sales, Other-relative, Black, Female, Dominican-Republic,0
4824,47,379118,9,0,0,9, Private, Divorced, Other-service, Unmarried, Black, Male, United-States,0
43522,60,169204,9,0,0,50, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
28486,24,403671,9,0,0,60, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
3425,23,308205,12,0,0,20, Private, Never-married, Other-service, Own-child, White, Male, United-States,0
41766,39,82699,15,13550,0,70, Private, Divorced, Prof-specialty, Not-in-family, Black, Female, United-States,1
45311,22,125010,13,0,0,20, Private, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
8141,19,269657,10,0,0,35, Private, Never-married, Sales, Not-in-family, White, Female, United-States,0
10810,21,198050,12,0,0,25, Private, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
3825,21,177711,9,0,0,40, Private, Never-married, Transport-moving, Own-child, Black, Male, United-States,0
43076,31,198452,10,0,0,18, Private, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, United-States,0
42110,55,134789,9,0,0,20, Private, Divorced, Craft-repair, Not-in-family, White, Female, United-States,0
21019,51,349431,9,4386,0,40, Local-gov, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
46016,46,83610,13,0,0,40, Federal-gov, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,1
33723,36,269509,9,0,0,35, Self-emp-not-inc, Divorced, Sales, Not-in-family, White, Male, United-States,0
36670,33,49027,9,0,0,40, Private, Never-married, Machine-op-inspct, Not-in-family, White, Female, United-States,0
10186,56,295067,13,14084,0,45, Private, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,1
5730,26,34110,10,0,0,44, Private, Never-married, Protective-serv, Not-in-family, White, Male, United-States,0
28724,38,165466,9,0,0,60, Private, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,1
16931,27,133696,10,0,0,88, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
10871,48,219565,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
1145,33,354573,14,15024,0,44, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
18315,42,175642,13,99999,0,40, Local-gov, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,1
36192,28,167789,9,0,0,60, Private, Never-married, Sales, Not-in-family, White, Female, United-States,0
1661,44,110355,13,0,0,40, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
21636,51,68882,2,0,0,35, Private, Widowed, Other-service, Unmarried, White, Female, Portugal,0
44924,46,222011,10,0,0,50, Private, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,0
23965,36,126675,14,0,1977,50, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
5619,32,94041,9,0,0,25, Private, Married-civ-spouse, Other-service, Husband, White, Male, Ireland,0
15249,41,282882,9,0,0,40, Private, Never-married, Sales, Unmarried, Black, Female, United-States,0
31187,23,60331,9,0,0,40, Private, Never-married, Machine-op-inspct, Own-child, White, Male, United-States,0
6162,28,179512,9,0,0,50, Private, Separated, Exec-managerial, Unmarried, White, Female, United-States,0
1961,51,159755,14,0,0,40, Local-gov, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
18499,45,167617,10,0,0,40, Private, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
32341,74,199136,13,15831,0,8, Self-emp-not-inc, Widowed, Craft-repair, Not-in-family, White, Male, Germany,1
46647,59,134153,13,7298,0,38, Federal-gov, Married-civ-spouse, Adm-clerical, Husband, Black, Male, United-States,1
3236,41,149102,9,0,0,40, Private, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, Poland,0
41500,58,175017,7,0,1672,40, Private, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,0
31899,59,159008,10,0,0,56, Private, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,0
17771,54,93605,9,0,1848,40, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
536,57,190942,2,0,0,30, Private, Widowed, Priv-house-serv, Not-in-family, Black, Female, United-States,0
27094,24,177526,11,0,0,40, Private, Never-married, Craft-repair, Own-child, White, Male, United-States,0
11342,23,209483,13,0,0,50, Private, Never-married, Adm-clerical, Own-child, White, Female, United-States,0
30785,24,315476,12,0,0,40, Private, Never-married, Craft-repair, Own-child, White, Male, United-States,0
35386,41,266047,13,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
6547,48,246891,10,0,0,50, Private, Widowed, Sales, Unmarried, White, Male, United-States,1
25211,42,29320,15,0,0,60, Self-emp-not-inc, Divorced, Prof-specialty, Unmarried, White, Male, United-States,1
32550,43,27242,10,0,0,50, Self-emp-not-inc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
33303,47,652784,6,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
44368,39,373699,14,0,0,40, Private, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,0
29646,37,173780,10,0,0,30, State-gov, Divorced, Prof-specialty, Unmarried, White, Female, United-States,0
24476,31,263561,14,0,0,40, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
1506,58,48433,9,0,0,40, State-gov, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
28880,53,73134,9,15024,0,60, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
22550,44,171722,9,0,0,39, Private, Separated, Other-service, Unmarried, White, Female, United-States,0
29580,27,178688,11,0,0,40, Private, Never-married, Craft-repair, Other-relative, White, Male, United-States,0
25079,40,192344,13,0,0,40, Private, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,1
23459,83,240150,6,20051,0,50, Self-emp-inc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,1
48836,33,245211,13,0,0,40, Private, Never-married, Prof-specialty, Own-child, White, Male, United-States,0
24889,42,245565,13,0,0,12, Private, Never-married, Prof-specialty, Own-child, White, Female, England,0
35317,24,112009,9,0,0,35, Private, Divorced, Other-service, Unmarried, White, Female, United-States,0
38149,56,42166,13,0,0,40, Self-emp-not-inc, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
31078,18,141626,10,2176,0,20, Private, Never-married, Tech-support, Own-child, White, Male, United-States,0
45023,42,209547,10,5178,0,40, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
2966,27,163942,9,0,0,35, Private, Never-married, Craft-repair, Not-in-family, White, Male, Ireland,0
11879,43,190044,6,0,0,40, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
21706,57,178353,9,0,0,50, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
19038,52,76860,9,0,0,8, Private, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male, Philippines,0
22933,57,37345,15,0,0,36, Self-emp-inc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
16112,58,147653,10,0,0,32, Private, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,0
31484,31,225779,9,0,0,40, Private, Never-married, Machine-op-inspct, Not-in-family, White, Female, United-States,0
41152,36,307520,13,0,0,40, Private, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female, Philippines,1
13574,32,83253,10,0,0,60, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
36252,46,158825,9,14344,0,40, Private, Divorced, Craft-repair, Not-in-family, White, Female, United-States,1
8251,49,185800,14,7430,0,40, State-gov, Divorced, Prof-specialty, Unmarried, Black, Female, United-States,1
27887,23,455361,9,0,0,40, Private, Never-married, Other-service, Not-in-family, White, Male, Guatemala,0
24538,32,217304,13,0,0,30, Private, Never-married, Protective-serv, Not-in-family, Black, Male, United-States,0
32762,28,142443,13,0,0,50, Self-emp-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
33889,45,28171,14,0,0,40, State-gov, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
15708,49,94606,16,0,0,60, Self-emp-inc, Married-civ-spouse, Prof-specialty, Husband, Black, Male, United-States,1
25684,25,112835,13,0,0,40, Private, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
9790,51,125796,10,0,0,35, Private, Married-civ-spouse, Adm-clerical, Wife, Black, Female, Jamaica,0
42742,53,230936,13,0,0,40, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
41226,46,24367,6,0,0,99, Self-emp-not-inc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,1
4332,36,356838,16,0,0,50, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, Canada,0
30385,47,207207,9,0,0,45, Private, Divorced, Sales, Unmarried, White, Female, United-States,0
7504,26,515025,6,0,0,40, Private, Married-civ-spouse, Handlers-cleaners, Wife, White, Female, United-States,0
717,19,378418,9,0,0,40, State-gov, Never-married, Tech-support, Own-child, White, Female, United-States,0
40331,31,271162,7,0,0,40, Private, Never-married, Exec-managerial, Own-child, White, Male, United-States,0
34164,45,180010,9,0,0,40, Private, Divorced, Sales, Own-child, White, Female, United-States,0
27116,43,221172,13,0,0,24, Private, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,1
18878,42,155972,9,0,0,40, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,1
19065,31,114937,13,0,0,35, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
44039,24,119629,10,0,0,37, Private, Never-married, Sales, Not-in-family, White, Female, United-States,0
7976,34,134737,14,7688,0,55, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
19203,30,216811,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, United-States,0
31287,45,227791,10,0,1740,50, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
29311,31,198751,13,0,0,40, Private, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, Vietnam,0
40044,41,43501,10,0,0,40, Private, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,1
47675,37,54159,9,0,0,45, Private, Never-married, Farming-fishing, Not-in-family, White, Male, United-States,0
36952,57,367334,9,0,0,40, Private, Separated, Sales, Unmarried, White, Female, United-States,0
2627,34,314375,11,0,0,40, Private, Divorced, Craft-repair, Not-in-family, White, Male, United-States,0
319,62,159841,9,0,0,24, Private, Widowed, Other-service, Not-in-family, White, Female, United-States,0
34815,24,295073,9,0,0,50, Private, Never-married, Handlers-cleaners, Not-in-family, Black, Male, United-States,0
19739,18,378707,6,0,0,20, Private, Never-married, Sales, Own-child, White, Female, United-States,0
8186,21,118657,9,0,0,40, Private, Separated, Machine-op-inspct, Other-relative, White, Male, United-States,0
8602,24,216129,9,0,0,40, Private, Never-married, Adm-clerical, Own-child, White, Male, United-States,0
18905,41,223548,2,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Mexico,0
40963,37,289430,6,0,0,40, Self-emp-not-inc, Married-civ-spouse, Craft-repair, Husband, White, Male, Mexico,0
6294,30,177596,10,0,0,36, Private, Never-married, Other-service, Unmarried, White, Female, United-States,0
31737,52,117674,13,0,0,38, Private, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
42954,38,150057,13,0,0,50, Private, Divorced, Sales, Own-child, White, Male, United-States,0
46429,38,213512,10,0,0,50, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
7111,33,213887,9,0,0,40, Private, Divorced, Farming-fishing, Not-in-family, White, Male, United-States,0
44084,34,251521,14,0,0,40, Private, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States,1
31489,28,229223,11,7688,0,36, Local-gov, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States,1
22163,21,194096,10,0,0,10, State-gov, Never-married, Other-service, Own-child, White, Female, United-States,0
28496,31,265807,11,3137,0,50, Self-emp-not-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
48632,29,145490,7,0,0,40, Private, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
10427,37,114765,10,0,0,40, Private, Never-married, Machine-op-inspct, Not-in-family, White, Female, United-States,0
32851,42,171615,9,0,0,55, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
14896,17,327127,7,0,0,20, Private, Never-married, Transport-moving, Own-child, White, Male, United-States,0
43119,31,103642,9,0,0,45, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,1
9074,54,39493,11,0,0,20, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
38434,35,189382,10,0,0,38, Private, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
3142,47,328610,9,0,0,40, Local-gov, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
2044,53,274528,13,0,0,70, Private, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,0
4572,19,236396,7,0,0,40, Private, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States,0
38498,29,69757,13,0,0,50, Private, Divorced, Exec-managerial, Other-relative, White, Female, United-States,0
46927,38,174778,10,0,1980,40, Federal-gov, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
33002,24,102258,13,0,0,40, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
27212,56,156229,13,7688,0,40, Federal-gov, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
17672,59,146477,15,0,0,40, Self-emp-inc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
8274,56,172071,9,0,0,40, Private, Divorced, Other-service, Unmarried, Black, Female, Jamaica,0
5189,51,147954,9,3411,0,38, Private, Married-civ-spouse, Adm-clerical, Wife, Black, Female, United-States,0
2967,75,188612,9,0,0,40, Private, Widowed, Adm-clerical, Not-in-family, White, Female, United-States,0
10692,38,116608,9,0,0,35, Local-gov, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,1
46795,34,360689,10,0,1628,48, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
18204,56,124771,9,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
22273,61,197311,14,0,0,40, Federal-gov, Widowed, Prof-specialty, Unmarried, White, Female, United-States,0
25043,45,140644,9,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
36954,46,301124,14,0,1564,45, Local-gov, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,1
540,44,210525,10,0,0,40, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
4372,20,27049,10,0,0,20, Private, Never-married, Exec-managerial, Own-child, White, Female, United-States,0
37861,53,255927,13,0,0,52, Private, Widowed, Adm-clerical, Unmarried, White, Female, United-States,0
20052,35,87556,14,0,0,45, Private, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,1
9371,23,239539,9,0,0,40, Private, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male, Philippines,0
12949,39,34378,9,0,0,50, Self-emp-not-inc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,0
35863,23,214236,9,0,0,40, Private, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
31077,46,119944,14,0,0,50, Self-emp-not-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
33742,44,222011,14,0,0,25, Private, Divorced, Prof-specialty, Unmarried, White, Female, United-States,1
9339,46,213408,10,0,0,40, Private, Divorced, Sales, Unmarried, White, Female, Cuba,0
36103,29,210945,7,0,0,40, Private, Separated, Other-service, Unmarried, Black, Female, United-States,0
27619,39,248011,11,5178,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,1
36986,64,121036,10,0,0,40, Private, Never-married, Tech-support, Not-in-family, White, Male, United-States,1
39838,52,177487,9,0,0,40, Private, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
2907,33,262042,9,0,1138,40, Local-gov, Divorced, Adm-clerical, Own-child, White, Female, United-States,0
18493,47,195978,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
2263,31,54929,10,0,0,60, Private, Divorced, Craft-repair, Not-in-family, White, Male, United-States,0
35470,38,187346,12,0,0,20, Self-emp-not-inc, Divorced, Other-service, Unmarried, White, Female, United-States,0
40033,44,208163,11,0,0,40, State-gov, Separated, Protective-serv, Unmarried, White, Male, United-States,0
24726,24,107801,9,0,0,40, Private, Never-married, Adm-clerical, Own-child, White, Female, United-States,0
29106,27,97165,10,0,0,40, Private, Never-married, Machine-op-inspct, Other-relative, White, Female, United-States,0
44994,48,101016,14,0,0,40, Private, Divorced, Prof-specialty, Unmarried, White, Female, United-States,0
7130,69,128206,9,0,0,30, Self-emp-not-inc, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,0
15293,25,280093,7,0,0,40, Private, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male, Mexico,0
35957,46,233493,9,0,1579,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
14477,31,194141,9,0,0,48, Local-gov, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,0
